ID,Brand,Model,Fuel,Mileage,Year,Transmission,Price,Bodywork,CO2,Color,Euro Standard,Doors,HP,Description,Link
FB111741,Audi,A1,Gas,9,2025,Automatic,35041,City,129.0,Grijs,Euro 6,5,116,"Deze Audi A1 Sportback S-line 30 TFSI 116cv S-tronic is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A1",https://www.autosphere.be/nl/detail/audi-a1-sportback-s-line-30-tfsi-116cv-s-tronic-6840-neufchateau-fb111741
FB103004,Volkswagen,T-Roc,Gas,112473,2018,Manual,15990,SUV,117.0,Wit,Euro 6,5,115,"Deze Volkswagen T-Roc *Carplay*APS Av/Ar*Clim*Attagche is voor het eerst ingeschreven in 2018 

en heeft 112 473 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T-Roc",https://www.autosphere.be/nl/detail/volkswagen-t-roc-*carplay*aps-av-ar*clim*attagche-6840-neufchateau-fb103004
FB106361,Skoda,Octavia,Gas,9,2025,Automatic,48166,Other,117.0,Grijs,Euro 6,5,150,"Deze Skoda Octavia Selection is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-selection-6840-neufchateau-fb106361
FB106359,Volkswagen,Golf,Gas,9,2025,Automatic,35570,Coupé,121.0,Grijs,Euro 6,5,116,"Deze Volkswagen Golf Life 1.5 eTSI 116cv DSG is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf",https://www.autosphere.be/nl/detail/volkswagen-golf-life-1-5-etsi-116cv-dsg-6840-neufchateau-fb106359
FB104456,Volkswagen,Taigo,Gas,9,2025,Manual,27665,SUV,125.0,Zwart,Euro 6,5,95,"Deze Volkswagen Taigo Life Business 1.0 TSI 115cv is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Taigo",https://www.autosphere.be/nl/detail/volkswagen-taigo-life-business-1-0-tsi-115cv-6840-neufchateau-fb104456
FB106357,Volkswagen,ID.7,Gas,9,2025,Automatic,66500,Other,1.0,Grijs,Euro 6,5,286,"Deze Volkswagen ID.7 Tourer Pro 77kWh 286cv is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen ID.7",https://www.autosphere.be/nl/detail/volkswagen-id-7-tourer-pro-77kwh-286cv-6840-neufchateau-fb106357
FB106360,Skoda,Octavia,Hybride,10,2025,Automatic,49066,Other,139.0,Grijs,Euro 6,5,204,"Deze Skoda Octavia IV Sportline is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-iv-sportline-6840-neufchateau-fb106360
FB106358,Volkswagen,Golf Variant,Gas,9,2025,Manual,33792,Other,121.0,Grijs,Euro 6,5,116,"Deze Volkswagen Golf Variant Life 1.5 TSI 116cv 6 vitesses is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf Variant",https://www.autosphere.be/nl/detail/volkswagen-golf-variant-life-1-5-tsi-116cv-6-vitesses-6840-neufchateau-fb106358
FB107404,Audi,A3,Gas,9,2025,Automatic,48285,Coupé,128.0,Blauw,Euro 5,5,150,"Deze Audi A3 Sportback S-line 35 TFSI 150cv S-tronic is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A3",https://www.autosphere.be/nl/detail/audi-a3-sportback-s-line-35-tfsi-150cv-s-tronic-6840-neufchateau-fb107404
FB107719,Audi,A3,Gas,9,2025,Automatic,59360,Limousine,128.0,Zwart,Euro 6,4,150,"Deze Audi A3 Berline S-line 35 TFSI 150cv S-tronic is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A3",https://www.autosphere.be/nl/detail/audi-a3-berline-s-line-35-tfsi-150cv-s-tronic-6840-neufchateau-fb107719
FB86715,Skoda,Enyaq,Elektrisch,5000,2024,Automatic,45490,SUV,119.22670807453416,Wit,Euro 6,5,204,"Deze Skoda Enyaq iV Enyaq Bien Ă©quipĂ© / Dispo de suite - TVAC is voor het eerst ingeschreven in 2024 

en heeft 5 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Enyaq",https://www.autosphere.be/nl/detail/skoda-enyaq-iv-enyaq-bien-equipe-dispo-de-suite-tvac-6840-neufchateau-fb86715
FB110269,Volkswagen,Golf Variant,Gas,9,2025,Automatic,35699,Other,123.0,Zwart,Euro 6,5,116,"Deze Volkswagen Golf Variant Life Business Premium 116cv DSG is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf Variant",https://www.autosphere.be/nl/detail/volkswagen-golf-variant-life-business-premium-116cv-dsg-6840-neufchateau-fb110269
FB108854,Audi,Q4,Elektrisch,9,2025,Automatic,65885,SUV,119.22670807453416,Zwart,Euro 6,5,286,"Deze Audi Q4 Corporate S 45 e-tron 210kW is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q4",https://www.autosphere.be/nl/detail/audi-q4-corporate-s-45-e-tron-210kw-6840-neufchateau-fb108854
FB110026,Volkswagen,Passat,Diesel,9,2025,Automatic,49679,Other,138.0,Zwart,Euro 6,5,150,"Deze Volkswagen Passat R-Line Business Premium 150cv DSG is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Passat",https://www.autosphere.be/nl/detail/volkswagen-passat-r-line-business-premium-150cv-dsg-6840-neufchateau-fb110026
FB90415,Volkswagen,ID.3,Elektrisch,9,2025,Automatic,49690,City,119.22670807453416,Grijs,Euro 6,5,204,"Deze Volkswagen ID.3 PRO 150 KW is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen ID.3",https://www.autosphere.be/nl/detail/volkswagen-id-3-pro-150-kw-6840-neufchateau-fb90415
FB111601,Audi,Q6 e-tron,Elektrisch,9,2025,Automatic,77330,SUV,119.22670807453416,Blauw,Euro 6,5,306,"Deze Audi Q6 e-tron Advanced Performance 306cv is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q6 e-tron",https://www.autosphere.be/nl/detail/audi-q6-e-tron-advanced-performance-306cv-6840-neufchateau-fb111601
FB111879,Ford,Focus,Gas,48079,2020,Automatic,18790,Other,135.0,Brons,Euro 6,5,125,"Deze Ford Focus Vignale - GPS/cuir/attache/haut de gamme is voor het eerst ingeschreven in 2020 

en heeft 48 079 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereFord Focus",https://www.autosphere.be/nl/detail/ford-focus-vignale-gps-cuir-attache-haut-de-gamme-6840-neufchateau-fb111879
FB114866,Audi,Q4,Elektrisch,7,2025,Automatic,66520,SUV,119.22670807453416,Grijs,Euro 6,5,286,"Deze Audi Q4 e-tron S-line 45 286cv is voor het eerst ingeschreven in 2025 

en heeft 7 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q4",https://www.autosphere.be/nl/detail/audi-q4-e-tron-s-line-45-286cv-6840-neufchateau-fb114866
FB113807,Audi,A1,Gas,8499,2023,Automatic,26490,City,1.0,Rood,Euro 6,5,95,"Deze Audi A1 S-Line*Carpl*clim auto*sieges chauff*APS AV/AR is voor het eerst ingeschreven in 2023 

en heeft 8 499 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A1",https://www.autosphere.be/nl/detail/audi-a1-s-line*carpl*clim-auto*sieges-chauff*aps-av-ar-6840-neufchateau-fb113807
FB115340,Volkswagen,T6.1 Transporter,Diesel,64032,2021,Manual,27990,Other,161.0,Wit,Euro 6,5,110,"Deze Volkswagen T6.1 Transporter Fourgon 3places*Clim*Carplay*TVAC is voor het eerst ingeschreven in 2021 

en heeft 64 032 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T6.1 Transporter",https://www.autosphere.be/nl/detail/volkswagen-t6-1-transporter-fourgon-3places*clim*carplay*tvac-6840-neufchateau-fb115340
FB115335,Audi,Q4,Elektrisch,9,2025,Automatic,70160,SUV,119.22670807453416,Zwart,Euro 6,5,286,"Deze Audi Q4 S-line 45 e-tron 286cv is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q4",https://www.autosphere.be/nl/detail/audi-q4-s-line-45-e-tron-286cv-6840-neufchateau-fb115335
FB96691,Audi,e-tron,Elektrisch,19800,2023,Automatic,67990,SUV,119.22670807453416,Grijs,Euro 6,5,408,"Deze Audi e-tron Sportback Quattro 55 Sline - DĂ©mo - tvac is voor het eerst ingeschreven in 2023 

en heeft 19 800 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi e-tron",https://www.autosphere.be/nl/detail/audi-e-tron-sportback-quattro-55-sline-demo-tvac-6840-neufchateau-fb96691
FB111170,Volkswagen,Tiguan,Diesel,77735,2021,Automatic,30990,SUV,119.0,Zwart,Euro 6,5,150,"Deze Volkswagen Tiguan *Boite auto*GPS*Carplay*CamĂ©ra*Attelage*APS Av/Ar is voor het eerst ingeschreven in 2021 

en heeft 77 735 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Tiguan",https://www.autosphere.be/nl/detail/volkswagen-tiguan-*boite-auto*gps*carplay*camera*attelage*aps-av-ar-6840-neufchateau-fb111170
FB108293,Audi,A3,Gas,9,2025,Automatic,46370,Coupé,124.0,Grijs,Euro 6,5,150,"Deze Audi A3 Allstreet 35 TFSI S-tronic 150cv is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A3",https://www.autosphere.be/nl/detail/audi-a3-allstreet-35-tfsi-s-tronic-150cv-6840-neufchateau-fb108293
FB110411,Audi,A4,Diesel,58277,2022,Automatic,35990,Other,119.22670807453416,Zwart,Euro 6,5,136,"Deze Audi A4 S-Line*Boite auto*GPS*Toit pano*Carplay is voor het eerst ingeschreven in 2022 

en heeft 58 277 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A4",https://www.autosphere.be/nl/detail/audi-a4-s-line*boite-auto*gps*toit-pano*carplay-6840-neufchateau-fb110411
FB110435,Volkswagen,T-Roc,Gas,16073,2023,Manual,24490,SUV,1.0,Grijs,Euro 6,5,110,"Deze Volkswagen T-Roc *Carplay*clim auto*APS Av/Ar*RĂ©gulACC*SiĂ¨ges chauf is voor het eerst ingeschreven in 2023 

en heeft 16 073 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T-Roc",https://www.autosphere.be/nl/detail/volkswagen-t-roc-*carplay*clim-auto*aps-av-ar*regulacc*sieges-chauf-6840-neufchateau-fb110435
FB120190,Toyota,C-HR,Hybride,74867,2019,Automatic,17990,SUV,86.0,Antraciet,Euro 6,5,98,"Deze Toyota C-HR C-Enter*Boite auto*Carplay*CamĂ©ra*Led is voor het eerst ingeschreven in 2019 

en heeft 74 867 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereToyota C-HR",https://www.autosphere.be/nl/detail/toyota-c-hr-c-enter*boite-auto*carplay*camera*led-1050-bruxelles-fb120190
FB121294,Lexus,CT 200h,Hybride,42079,2020,Automatic,19990,Limousine,93.0,Zwart,Euro 6,5,99,"Deze Lexus CT 200h *Boite auto*APS Ar*Clim auto is voor het eerst ingeschreven in 2020 

en heeft 42 079 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereLexus CT 200h",https://www.autosphere.be/nl/detail/lexus-ct-200h-*boite-auto*aps-ar*clim-auto-1620-drogenbos-fb121294
FB118862,Skoda,Kamiq,Gas,90940,2021,Manual,16990,SUV,108.0,Zwart,Euro 6,5,110,"Deze Skoda Kamiq Ambition - GPS/APP/clim/sieges chauf/attache/roue is voor het eerst ingeschreven in 2021 

en heeft 90 940 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Kamiq",https://www.autosphere.be/nl/detail/skoda-kamiq-ambition-gps-app-clim-sieges-chauf-attache-roue-6840-neufchateau-fb118862
FB118050,Audi,Q3,Gas,12,2025,Automatic,47580,SUV,160.0,Blauw,Euro 6,5,150,"Deze Audi Q3 Sportback S-line 35 TFSI 150cv S-tronic is voor het eerst ingeschreven in 2025 

en heeft 12 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q3",https://www.autosphere.be/nl/detail/audi-q3-sportback-s-line-35-tfsi-150cv-s-tronic-6840-neufchateau-fb118050
FB119042,Volkswagen,Crafter,Diesel,36611,2022,Automatic,39990,Other,256.0,Zwart,Euro 6,5,177,"Deze Volkswagen Crafter L3H3 177CV/camĂ©ra/GPS/clim/APP/3.500kg - tvac is voor het eerst ingeschreven in 2022 

en heeft 36 611 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Crafter",https://www.autosphere.be/nl/detail/volkswagen-crafter-l3h3-177cv-camera-gps-clim-app-3-500kg-tvac-6840-neufchateau-fb119042
FB118999,Volkswagen,Touran,Gas,9,2025,Automatic,43690,Van,150.0,Zwart,Euro 6,5,150,"Deze Volkswagen Touran R-Line Business Premium is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Touran",https://www.autosphere.be/nl/detail/volkswagen-touran-r-line-business-premium-6840-neufchateau-fb118999
FB119082,Volkswagen,T-Cross,Gas,6516,2024,Manual,20990,SUV,1.0,Grijs,Euro 6,5,95,"Deze Volkswagen T-Cross APP/bluetooth/clim/LED/tissu - tvac is voor het eerst ingeschreven in 2024 

en heeft 6 516 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T-Cross",https://www.autosphere.be/nl/detail/volkswagen-t-cross-app-bluetooth-clim-led-tissu-tvac-6840-neufchateau-fb119082
FB122531,Skoda,Scala,Diesel,94163,2019,Manual,16990,City,128.0,Grijs,Euro 6,5,115,"Deze Skoda Scala Ambition - GPS/App/bips/clim auto/sieges chauff is voor het eerst ingeschreven in 2019 

en heeft 94 163 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Scala",https://www.autosphere.be/nl/detail/skoda-scala-ambition-gps-app-bips-clim-auto-sieges-chauff-6840-neufchateau-fb122531
FB122673,Skoda,Octavia,Diesel,17179,2023,Manual,31990,Other,113.0,Zwart,Euro 6,5,115,"Deze Skoda Octavia Sportline*GPS*Carplay*LED*CamĂ©ra*Hayon Ă©lec is voor het eerst ingeschreven in 2023 

en heeft 17 179 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-sportline*gps*carplay*led*camera*hayon-elec-6840-neufchateau-fb122673
FB123771,Volkswagen,Golf,Gas,81820,2020,Manual,18390,City,121.0,Wit,Euro 6,5,110,"Deze Volkswagen Golf Life - APP/rĂ©gul adapt/cim/sieges chauf/ is voor het eerst ingeschreven in 2020 

en heeft 81 820 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf",https://www.autosphere.be/nl/detail/volkswagen-golf-life-app-regul-adapt-cim-sieges-chauf-6840-neufchateau-fb123771
FB122895,Audi,A6,Elektrisch,9,2025,Automatic,87350,Other,119.22670807453416,Zwart,Euro 6,5,367,"Deze Audi A6 e-tron Avant S-line Performance 270 kW is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A6",https://www.autosphere.be/nl/detail/audi-a6-e-tron-avant-s-line-performance-270-kw-6840-neufchateau-fb122895
FB123820,Skoda,Octavia,Hybride,15000,2024,Automatic,39990,Other,139.0,Grijs,Euro 6,5,204,"Deze Skoda Octavia Sportline - GPS/camĂ©ra/APP/ACC/attache - tvac is voor het eerst ingeschreven in 2024 

en heeft 15 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-sportline-gps-camera-app-acc-attache-tvac-6840-neufchateau-fb123820
FB124206,Skoda,Kodiaq,Hybride,15000,2025,Automatic,49900,SUV,11.0,Zwart,Euro 6,5,150,"Deze Skoda Kodiaq Selection - GPS/clim/toit pano/hybride - tvac is voor het eerst ingeschreven in 2025 

en heeft 15 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Kodiaq",https://www.autosphere.be/nl/detail/skoda-kodiaq-selection-gps-clim-toit-pano-hybride-tvac-6840-neufchateau-fb124206
FB124526,Volkswagen,Taigo,Gas,11151,2024,Manual,21490,SUV,1.0,Blauw,Euro 6,5,110,"Deze Volkswagen Taigo Life - APP/bluetooth/clim auto/aides - tvac is voor het eerst ingeschreven in 2024 

en heeft 11 151 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Taigo",https://www.autosphere.be/nl/detail/volkswagen-taigo-life-app-bluetooth-clim-auto-aides-tvac-6840-neufchateau-fb124526
FB125756,Skoda,Octavia,Diesel,102837,2020,Manual,14790,Other,136.0,Zwart,Euro 6,5,115,"Deze Skoda Octavia Ambition - GPS/APP/clim auto/siĂ¨ges chauff/attache is voor het eerst ingeschreven in 2020 

en heeft 102 837 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-ambition-gps-app-clim-auto-sieges-chauff-attache-6840-neufchateau-fb125756
FB125894,Volkswagen,Golf,Gas,46342,2021,Manual,19990,City,104.0,Grijs,Euro 6,5,110,"Deze Volkswagen Golf Life - GPS/APP/aides/camĂ©ra/clim -tvac is voor het eerst ingeschreven in 2021 

en heeft 46 342 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf",https://www.autosphere.be/nl/detail/volkswagen-golf-life-gps-app-aides-camera-clim-tvac-6840-neufchateau-fb125894
FB125906,Volkswagen,Caddy,Diesel,22504,2023,Manual,21990,Other,141.0,Wit,Euro 6,5,102,"Deze Volkswagen Caddy Fourgon - 2places/clim/bips AR - tvac is voor het eerst ingeschreven in 2023 

en heeft 22 504 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Caddy",https://www.autosphere.be/nl/detail/volkswagen-caddy-fourgon-2places-clim-bips-ar-tvac-6840-neufchateau-fb125906
FB125913,Skoda,Octavia,Diesel,81365,2020,Automatic,20990,Other,97.0,Zwart,Euro 6,5,150,"Deze Skoda Octavia Ambition - GPS/camĂ©ra/APP/ACC/bips - tvac is voor het eerst ingeschreven in 2020 

en heeft 81 365 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Octavia",https://www.autosphere.be/nl/detail/skoda-octavia-ambition-gps-camera-app-acc-bips-tvac-6840-neufchateau-fb125913
FB125922,Audi,Q5,Diesel,122407,2020,Automatic,27990,SUV,1.0,Blauw,Euro 6,5,136,"Deze Audi Q5 GPS/cuir/attache/camĂ©ra/APP - tvac is voor het eerst ingeschreven in 2020 

en heeft 122 407 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q5",https://www.autosphere.be/nl/detail/audi-q5-gps-cuir-attache-camera-app-tvac-6840-neufchateau-fb125922
FB96743,Audi,Q3,Diesel,32118,2023,Automatic,38900,SUV,141.0,Wit,Euro 6,5,150,"Deze Audi Q3 Disponible de suite is voor het eerst ingeschreven in 2023 

en heeft 32 118 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q3",https://www.autosphere.be/nl/detail/audi-q3-disponible-de-suite-6700-arlon-fb96743
FB127794,Audi,Q5,Diesel,9,2025,Automatic,79691,SUV,168.0,Blauw,Euro 6,5,204,"Deze Audi Q5 S line is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q5",https://www.autosphere.be/nl/detail/audi-q5-s-line-6700-arlon-fb127794
FB112225,Audi,e-tron GT,Elektrisch,15,2025,Automatic,156900,Coupé,119.22670807453416,Grijs,Euro 6,5,591,"Deze Audi e-tron GT S E-tron GT is voor het eerst ingeschreven in 2025 

en heeft 15 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi e-tron GT",https://www.autosphere.be/nl/detail/audi-e-tron-gt-s-e-tron-gt-6700-arlon-fb112225
FB112392,Audi,Q4 e-tron,Elektrisch,9,2025,Automatic,66600,SUV,119.22670807453416,Zwart,Euro 6,5,286,"Deze Audi Q4 e-tron S-line is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q4 e-tron",https://www.autosphere.be/nl/detail/audi-q4-e-tron-s-line-6700-arlon-fb112392
FB112403,Audi,Q4 e-tron,Elektrisch,9,2025,Automatic,64480,SUV,119.22670807453416,Grijs,Euro 6,5,286,"Deze Audi Q4 e-tron Corporate is voor het eerst ingeschreven in 2025 

en heeft 9 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q4 e-tron",https://www.autosphere.be/nl/detail/audi-q4-e-tron-corporate-6700-arlon-fb112403
FB115229,Audi,Q8,Hybride,14,2025,Automatic,138955,SUV,35.0,Zilvergrijs,Euro 6,5,340,"Deze Audi Q8 TFSIe is voor het eerst ingeschreven in 2025 

en heeft 14 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q8",https://www.autosphere.be/nl/detail/audi-q8-tfsie-6700-arlon-fb115229
FB113262,Audi,Q2,Gas,45700,2022,Automatic,27990,SUV,121.0,Zilvergrijs,Euro 6,5,150,"Deze Audi Q2 *Boite auto*GPS*LED*SiĂ¨ges Chauff is voor het eerst ingeschreven in 2022 

en heeft 45 700 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q2",https://www.autosphere.be/nl/detail/audi-q2-*boite-auto*gps*led*sieges-chauff-6700-arlon-fb113262
FB107162,Audi,A5,Diesel,9149,2024,Automatic,48900,Coupé,126.0,Zilvergrijs,Euro 6,5,163,"Deze Audi A5 disponible  janvier 2025 is voor het eerst ingeschreven in 2024 

en heeft 9 149 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi A5",https://www.autosphere.be/nl/detail/audi-a5-disponible-janvier-2025-6700-arlon-fb107162
FB107169,Audi,Q8 e-tron,Elektrisch,15000,2024,Automatic,97900,SUV,119.22670807453416,Zwart,Euro 6,5,408,"Deze Audi Q8 e-tron 55 E-tron is voor het eerst ingeschreven in 2024 

en heeft 15 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereAudi Q8 e-tron",https://www.autosphere.be/nl/detail/audi-q8-e-tron-55-e-tron-6700-arlon-fb107169
